title,summary,updated,slug,parsedContentBody,summary,title,published,metadata,categories,href,author
NVDA,"<h2>NVDA</h2>

<p>Screen reading software that allows blind and vision impaired people to access and interact with the Windows operating system and many third party applications.</p>

<p>How to get it</p>

<p>Please visit the <a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/nvda"">NDVA download page</a>.</p>

",1592820292887,nvda,"<h2>NVDA</h2>

<p>Screen reading software that allows blind and vision impaired people to access and interact with the Windows operating system and many third party applications.</p>

<p>How to get it</p>

<p>Please visit the <a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/nvda"">NDVA download page</a>.</p>

",Screen reading software that allows blind and vision impaired people to access and interact with the Windows operating system and many third party applications.,NVDA,1592820292887,,"Students,Assistive,Free of Charge,Staff,Windows",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=N#nvda,Patrick Ryan
NVivo,"<h2>NVivo</h2>

<p>NVivo is qualitative data analysis software that be used by students and staff.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/nvivo"">Visit the NVivo download page</a>.</p>

",1589285516908,nvivo,"<h2>NVivo</h2>

<p>NVivo is qualitative data analysis software that be used by students and staff.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/nvivo"">Visit the NVivo download page</a>.</p>

",NVivo is qualitative data analysis software that be used by students and staff.,NVivo,1589285516908,,"Students,Site-wide Licence,Staff,Statistics & Analysis",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=N#nvivo,Patrick Ryan
OneDrive for Business,"<h2>OneDrive for Business</h2>

<p>When you go to <a href=""http://office365.warwick.ac.uk"">office365.warwick.ac.uk</a>, click the applications icon in the top left of the screen, then click OneDrive. That'll take you to the top level page of your OneDrive. You can make new Office documents here by clicking the &quot;New&quot; link, or you can drag in documents from your computer. If you have <a href=""http://www2.warwick.ac.uk/services/its/servicessupport/workstationapplcndelivery/office2013/"">Office 2013</a> installed, you can use the 2013 desktop apps to save directly to and open directly from your OneDrive.</p>

<p>If you're not already in Office365, you can quickly access your OneDrive, assuming you're signed in to the Warwick website, by going to <a href=""http://onedrive.warwick.ac.uk"">onedrive.warwick.ac.uk</a>.</p>

<p>For more information go visit our <a href=""https://warwick.ac.uk/services/its/servicessupport/office365/onedrive/"">OneDrive instructions page</a>.</p>

",1592820316863,onedrive-for-business,"<h2>OneDrive for Business</h2>

<p>When you go to <a href=""http://office365.warwick.ac.uk"">office365.warwick.ac.uk</a>, click the applications icon in the top left of the screen, then click OneDrive. That'll take you to the top level page of your OneDrive. You can make new Office documents here by clicking the &quot;New&quot; link, or you can drag in documents from your computer. If you have <a href=""http://www2.warwick.ac.uk/services/its/servicessupport/workstationapplcndelivery/office2013/"">Office 2013</a> installed, you can use the 2013 desktop apps to save directly to and open directly from your OneDrive.</p>

<p>If you're not already in Office365, you can quickly access your OneDrive, assuming you're signed in to the Warwick website, by going to <a href=""http://onedrive.warwick.ac.uk"">onedrive.warwick.ac.uk</a>.</p>

<p>For more information go visit our <a href=""https://warwick.ac.uk/services/its/servicessupport/office365/onedrive/"">OneDrive instructions page</a>.</p>

","When you go to <a href=""http://office365.warwick.ac.uk"">office365.warwick.ac.uk</a>, click the applications icon in the top left of the screen, then click OneDrive. That'll take you to the top level page of your OneDrive. You can make new Office documents here by clicking the ""New"" link, or you can drag in documents from your computer. If you have <a href=""http://www2.warwick.ac.uk/services/its/servicessupport/workstationapplcndelivery/office2013/"">Office 2013</a> installed, you can use the 2013 desktop apps to save directly to and open directly from your OneDrive.",OneDrive for Business,1592820316863,,"Students,Cloud storage,Microsoft,Site-wide Licence,Staff,Windows,MacOS",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=O#onedrive-for-business,Patrick Ryan
OpenDyslexic,"<h2>OpenDyslexic</h2>

<p>OpenDyslexic is a font, provided under the free <a href=""https://scripts.sil.org/cms/scripts/page.php?site_id=nrsi&amp;id=OFL"" target=""_blank"" rel=""noopener"">SIL Open Font License</a>, created to increase readability for readers with dyslexia. The typeface includes regular, bold, italic, and bold-italic styles.</p>

<h3>How to get it</h3>

<p>Visit the <a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/opendyslexic"">OpenDyslexic download page</a>.</p>

",1589285516912,opendyslexic,"<h2>OpenDyslexic</h2>

<p>OpenDyslexic is a font, provided under the free <a href=""https://scripts.sil.org/cms/scripts/page.php?site_id=nrsi&amp;id=OFL"" target=""_blank"" rel=""noopener"">SIL Open Font License<i class='new-window-link' title='Link opens in a new window'></i></a>, created to increase readability for readers with dyslexia. The typeface includes regular, bold, italic, and bold-italic styles.</p>

<h3>How to get it</h3>

<p>Visit the <a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/opendyslexic"">OpenDyslexic download page</a>.</p>

","OpenDyslexic is a font, provided under the free <a href=""https://scripts.sil.org/cms/scripts/page.php?site_id=nrsi&amp;id=OFL"" target=""_blank"" rel=""noopener"">SIL Open Font License<i class=""new-window-link"" title=""Link opens in a new window""></i></a>, created to increase readability for readers with dyslexia. The typeface includes regular, bold, italic, and bold-italic styles.",OpenDyslexic,1589285516912,,"Students,Assistive,Free of Charge,Staff",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=O#opendyslexic,Patrick Ryan
OpenShot,"<h2>OpenShot</h2>

<p>Open Source video editing software.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i> Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i> macOS</div>

<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i> Linux</div>

<h3>How to get it</h3>

<h5>Self-managed/Personal machines</h5>

<p>You can download directly from the <a href=""https://www.openshot.org/"">OpenShot website</a>.</p>

<p>OpenShot is not currently available via the Software Centre for managed computers, as we already deliver Shotcut, which is a very similar application, with more features.</p>

",1636394545810,openshot,"<h2>OpenShot</h2>

<p>Open Source video editing software.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i> Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i> macOS</div>

<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i> Linux</div>

<h3>How to get it</h3>

<h5>Self-managed/Personal machines</h5>

<p>You can download directly from the <a href=""https://www.openshot.org/"">OpenShot website</a>.</p>

<p>OpenShot is not currently available via the Software Centre for managed computers, as we already deliver Shotcut, which is a very similar application, with more features.</p>

",Open Source video editing software.,OpenShot,1636394545810,,"Free of Charge,Linux,MacOS,Staff,Students,Video Editing,Windows",,Patrick Ryan
Oracle,"<h2>Oracle</h2>

<p>Oracle is database software.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i>macOS</div>

<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i>Linux</div>

<h2>How to get it</h2>

<p>If you're interested in using Oracle database software, please get in touch with the <a href=""https://warwick.service-now.com/"">ITS Help Desk</a> to discuss your requirements.</p>

<h4><a href=""https://warwick.ac.uk/services/its/news/news-main/oracle"">Please see important information about Oracle licensing here.</a></h4>

<div class=""iconBullet""><a href=""http://www.oracle.com/uk/index.html""><i class=""fa fa-globe"" aria-hidden=""true""></i> For more information also visit the Oracle website</a></div>

",1592820336015,oracle,"<h2>Oracle</h2>

<p>Oracle is database software.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i>macOS</div>

<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i>Linux</div>

<h2>How to get it</h2>

<p>If you're interested in using Oracle database software, please get in touch with the <a href=""https://warwick.service-now.com/"">ITS Help Desk</a> to discuss your requirements.</p>

<h4><a href=""https://warwick.ac.uk/services/its/news/news-main/oracle"">Please see important information about Oracle licensing here.</a></h4>

<div class=""iconBullet""><a href=""http://www.oracle.com/uk/index.html""><i class=""fa fa-globe"" aria-hidden=""true""></i> For more information also visit the Oracle website</a></div>

",Oracle is database software.,Oracle,1592820336015,,"General,Staff,Linux,Windows,MacOS",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=O#oracle,Patrick Ryan
Origin,"<h2>Origin</h2>

<p>Origin is a data analysis and graphing software application.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/origin"">Visit the Origin download page</a>.</p>

",1589285516916,origin,"<h2>Origin</h2>

<p>Origin is a data analysis and graphing software application.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/origin"">Visit the Origin download page</a>.</p>

",Origin is a data analysis and graphing software application.,Origin,1589285516916,,"Students,Site-wide Licence,Staff,Statistics & Analysis",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=O#origin,Patrick Ryan
Other Geographic Information System Software,"<h2>Other Geographic Information System (GIS) Software</h2>

<p>Find a list of all the GIS resources available to staff and students from the <a href=""https://warwick.ac.uk/services/its/servicessupport/software/gis"">GIS software page</a>.</p>

",1592820359650,other-geographic-information-system-software,"<h2>Other Geographic Information System (GIS) Software</h2>

<p>Find a list of all the GIS resources available to staff and students from the <a href=""https://warwick.ac.uk/services/its/servicessupport/software/gis"">GIS software page</a>.</p>

","Find a list of all the GIS resources available to staff and students from the <a href=""https://warwick.ac.uk/services/its/servicessupport/software/gis"">GIS software page</a>.",Other Geographic Information System (GIS) Software,1592820359650,,"Students,Geographic Information System,Site-wide Licence,Staff,Linux,Windows,MacOS",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=O#other-geographic-information-system-software,Patrick Ryan
Overleaf Professional,"<h2>Overleaf Professional</h2>
<p>&quot;Overleaf Commons&quot;, which provides access to Overleaf Professional, is available to all staff and students at Warwick<span class=""id7-current-site-link hidden-xs""><span accesskey=""1"" title=""Science home page [1]"">. </span></span>This platform provides a collaborative, online LaTeX editor including many features such as real-time track changes, unlimited collaborators, and full document history.</p>
<h2>What does it work on?</h2>
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>
<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i>macOS</div>
<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i>Linux</div>
<h2>How to get it</h2>
<p>Overleaf can be accessed via a web browser by Warwick staff and students. Please visit the University's <a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/overleaf/"">Overleaf page</a> for more information.</p>",1647019913794,overleaf-professional,"<h2>Overleaf Professional</h2>
<p>&quot;Overleaf Commons&quot;, which provides access to Overleaf Professional, is available to all staff and students at Warwick<span class=""id7-current-site-link hidden-xs""><span accesskey=""1"" title=""Science home page [1]"">. </span></span>This platform provides a collaborative, online LaTeX editor including many features such as real-time track changes, unlimited collaborators, and full document history.</p>
<h2>What does it work on?</h2>
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>
<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i>macOS</div>
<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i>Linux</div>
<h2>How to get it</h2>
<p>Overleaf can be accessed via a web browser by Warwick staff and students. Please visit the University's <a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/overleaf/"">Overleaf page</a> for more information.</p>","""Overleaf Commons"", which provides access to Overleaf Professional, is available to all staff and students at Warwick<span class=""id7-current-site-link hidden-xs""><span accesskey=""1"" title=""Science home page [1]"">. </span></span>This platform provides a collaborative, online LaTeX editor including many features such as real-time track changes, unlimited collaborators, and full document history.",Overleaf Professional,1647019913794,,"Collaborative,LaTeX,Site-wide Licence,Staff,Students",,Patrick Ryan
OxMetrics Professional,"<h2>OxMetrics Professional</h2>

<p>OxMetrics is an econometrics suite.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/oxmetrics"">Visit the OxMetrics download page.</a></p>

",1589285516921,oxmetrics-professional,"<h2>OxMetrics Professional</h2>

<p>OxMetrics is an econometrics suite.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/oxmetrics"">Visit the OxMetrics download page.</a></p>

",OxMetrics is an econometrics suite.,OxMetrics Professional,1589285516921,,"Students,Economics,Site-wide Licence,Staff",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=O#oxmetrics-professional,Patrick Ryan
Padlet,"<h2>Padlet</h2>
<p>Padlet enables you to create 'online boards' where students, tutors and colleagues can share and collaborate. With a variety of board types, support for files and multimedia and simple sharing options, Padlet is a versatile tool for synchronous and asynchronous activities.</p>
<h3>What does it work on?</h3>
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i> Windows</div>
<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i> macOS</div>
<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i> Linux</div>
<h3>How to get it</h3>
<p>Padlet can be accessed via your internet browser. Please see <a href=""https://warwick.ac.uk/services/academictechnology/support/guides/padlet-guides/pdl-01/"">Academic Technology's Padlet support pages</a> for information on how to access and use Padlet.</p>",1651785622921,padlet,"<h2>Padlet</h2>
<p>Padlet enables you to create 'online boards' where students, tutors and colleagues can share and collaborate. With a variety of board types, support for files and multimedia and simple sharing options, Padlet is a versatile tool for synchronous and asynchronous activities.</p>
<h3>What does it work on?</h3>
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i> Windows</div>
<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i> macOS</div>
<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i> Linux</div>
<h3>How to get it</h3>
<p>Padlet can be accessed via your internet browser. Please see <a href=""https://warwick.ac.uk/services/academictechnology/support/guides/padlet-guides/pdl-01/"">Academic Technology's Padlet support pages</a> for information on how to access and use Padlet.</p>","Padlet enables you to create 'online boards' where students, tutors and colleagues can share and collaborate. With a variety of board types, support for files and multimedia and simple sharing options, Padlet is a versatile tool for synchronous and asynchronous activities.",Padlet,1651785622921,,"Collaborative,Site-wide Licence,Staff,Students,Windows",,Patrick Ryan
Planet eStream,"<h2>Planet eStream</h2>

<p>Offers a way to capture and store video content that can easily be added to anywhere in your Moodle course, using Moodle's eStream plugin.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true""></i> Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true""></i> macOS</div>

<h3>How to get it</h3>

<div class=""iconBullet"">Please see our <a href=""https://warwick.ac.uk/services/its/servicessupport/academictechnology/extendedclassroom/video"">Academic Technology service pages</a> for full details and guides.</div>

",1623708524287,planet-estream,"<h2>Planet eStream</h2>

<p>Offers a way to capture and store video content that can easily be added to anywhere in your Moodle course, using Moodle's eStream plugin.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true""></i> Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true""></i> macOS</div>

<h3>How to get it</h3>

<div class=""iconBullet"">Please see our <a href=""https://warwick.ac.uk/services/its/servicessupport/academictechnology/extendedclassroom/video"">Academic Technology service pages</a> for full details and guides.</div>

","Offers a way to capture and store video content that can easily be added to anywhere in your Moodle course, using Moodle's eStream plugin.",Planet eStream,1623708524287,,"MacOS,Site-wide Licence,Video Editing,Video Hosting,Windows",,Patrick Ryan
Project,"<h2>Microsoft Project</h2>
<h3>What is it?</h3>
<p>Microsoft Project is project planning software</p>
<h3>What does it work on?</h3>
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>
<h3>How to get it</h3>
<h6>STEM departments</h6>
<p>Staff &amp; Students from STEM departments, using Project for&nbsp;<strong>teaching/research only:</strong><br /><i class=""fa fa-download"" aria-hidden=""true""></i><a href=""http://www2.warwick.ac.uk/services/its/servicessupport/software/microsoft/dreamspark"">&nbsp;STEM Students - Get Project via Azure Dev Tools for Teaching</a></p>
<h6>Non-STEM or admin/non-teaching &amp; research use</h6>
<p>If you are not a member of a STEM department, or even if you are but will not be using Project for purposes related to teaching or academic research; please request a licence via the link below:<br /><i class=""fa fa-download"" aria-hidden=""true""></i><a href=""https://warwick.ac.uk/services/its/servicessupport/software/microsoft/download/getoffice13"">&nbsp;Request Project Plan 3 licence</a></p>",1641593384386,project,"<h2>Microsoft Project</h2>
<h3>What is it?</h3>
<p>Microsoft Project is project planning software</p>
<h3>What does it work on?</h3>
<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>
<h3>How to get it</h3>
<h6>STEM departments</h6>
<p>Staff &amp; Students from STEM departments, using Project for&nbsp;<strong>teaching/research only:</strong><br /><i class=""fa fa-download"" aria-hidden=""true""></i><a href=""http://www2.warwick.ac.uk/services/its/servicessupport/software/microsoft/dreamspark"">&nbsp;STEM Students - Get Project via Azure Dev Tools for Teaching</a></p>
<h6>Non-STEM or admin/non-teaching &amp; research use</h6>
<p>If you are not a member of a STEM department, or even if you are but will not be using Project for purposes related to teaching or academic research; please request a licence via the link below:<br /><i class=""fa fa-download"" aria-hidden=""true""></i><a href=""https://warwick.ac.uk/services/its/servicessupport/software/microsoft/download/getoffice13"">&nbsp;Request Project Plan 3 licence</a></p>",Microsoft Project is project planning software,Microsoft Project,1641593384386,,"Microsoft,Site-wide Licence,Staff,Students,Windows",,Patrick Ryan
Qualtrics,"<h2>Qualtrics</h2>

<p>Qualtrics is a powerful online survey and data collection software, provided by a site licence covering all staff and students at Warwick.</p>

<h3>How to get it</h3>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/qualtrics"">Visit the Qualtrics access page</a>.</p>

",1592820457228,qualtrics,"<h2>Qualtrics</h2>

<p>Qualtrics is a powerful online survey and data collection software, provided by a site licence covering all staff and students at Warwick.</p>

<h3>How to get it</h3>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/qualtrics"">Visit the Qualtrics access page</a>.</p>

","Qualtrics is a powerful online survey and data collection software, provided by a site licence covering all staff and students at Warwick.",Qualtrics,1592820457228,,"Students,Surveys & Online assessment,Site-wide Licence,Staff,Linux,Windows,MacOS",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=Q#qualtrics,Patrick Ryan
Questionmark Perception,"<h2>Questionmark Perception</h2>

<p>Questionmark Perception is an online assessment, delivery and reporting tool available to all staff and students at Warwick. You can use it to create individual questions, which are brought together to form an exam, assessment, questionnaire or survey.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i>macOS</div>

<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i>Linux</div>

<h3>How to get it</h3>

<p>Find out more through the <a href=""http://www2.warwick.ac.uk/services/its/servicessupport/eassessment/perception"">eAssesment pages</a>.</p>

",1592820471904,questionmark-perception,"<h2>Questionmark Perception</h2>

<p>Questionmark Perception is an online assessment, delivery and reporting tool available to all staff and students at Warwick. You can use it to create individual questions, which are brought together to form an exam, assessment, questionnaire or survey.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i>macOS</div>

<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true"">&nbsp;</i>Linux</div>

<h3>How to get it</h3>

<p>Find out more through the <a href=""http://www2.warwick.ac.uk/services/its/servicessupport/eassessment/perception"">eAssesment pages</a>.</p>

","Questionmark Perception is an online assessment, delivery and reporting tool available to all staff and students at Warwick. You can use it to create individual questions, which are brought together to form an exam, assessment, questionnaire or survey.",Questionmark Perception,1592820471904,,"Surveys & Online assessment,Site-wide Licence,Staff,Linux,Windows,MacOS",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=Q#questionmark-perception,Patrick Ryan
R & RStudio,"<h2>R &amp; RStudio</h2>

<p>R is a free software environment for statistical computing and graphics. It compiles and runs on a wide variety of UNIX platforms, Windows and MacOS.</p>

<p>RStudio is a set of integrated tools designed to help you be more productive with R, also available for free via an Open Source licence.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true""></i> Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true""></i> macOS</div>

<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true""></i> Linux</div>

<h3>How to get it</h3>

<h5>ITS Managed Machines</h5>

<p>R and RStudio are available on student computers (via Start, All Programs) and also staff computers (via Start, All Programs, Software Center).</p>

<h5>Unmanaged Machines</h5>

<ul>
  <li>You can download R from the <a href=""https://www.r-project.org/"">R website</a>.</li>
  <li>You can download RStudio from the <a href=""https://rstudio.com/products/rstudio/download/"">RStudio website</a>.</li>
</ul>

",1592820502507,r-rstudio,"<h2>R &amp; RStudio</h2>

<p>R is a free software environment for statistical computing and graphics. It compiles and runs on a wide variety of UNIX platforms, Windows and MacOS.</p>

<p>RStudio is a set of integrated tools designed to help you be more productive with R, also available for free via an Open Source licence.</p>

<h3>What does it work on?</h3>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true""></i> Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true""></i> macOS</div>

<div class=""iconBullet""><i class=""fa fa-linux"" aria-hidden=""true""></i> Linux</div>

<h3>How to get it</h3>

<h5>ITS Managed Machines</h5>

<p>R and RStudio are available on student computers (via Start, All Programs) and also staff computers (via Start, All Programs, Software Center).</p>

<h5>Unmanaged Machines</h5>

<ul>
  <li>You can download R from the <a href=""https://www.r-project.org/"">R website</a>.</li>
  <li>You can download RStudio from the <a href=""https://rstudio.com/products/rstudio/download/"">RStudio website</a>.</li>
</ul>

","R is a free software environment for statistical computing and graphics. It compiles and runs on a wide variety of UNIX platforms, Windows and MacOS.",R &amp; RStudio,1592820502507,,"Students,Free of Charge,Staff,Statistics & Analysis,Linux,Windows,MacOS",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=R#r-rstudio,Patrick Ryan
SAP,"<h2>SAP</h2>

<p>SAP is the Financial management and accounting software use by the University. Visit the SAP pages to find out <a href=""https://warwick.ac.uk/services/finance/sap"">how to obtain a licence</a>.</p>

",1592820526810,sap,"<h2>SAP</h2>

<p>SAP is the Financial management and accounting software use by the University. Visit the SAP pages to find out <a href=""https://warwick.ac.uk/services/finance/sap"">how to obtain a licence</a>.</p>

","SAP is the Financial management and accounting software use by the University. Visit the SAP pages to find out <a href=""https://warwick.ac.uk/services/finance/sap"">how to obtain a licence</a>.",SAP,1592820526810,,"General,Limited Licences Available,Staff,Windows,MacOS",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=S#sap,Patrick Ryan
SAS,"<h2>SAS</h2>

<p>SAS is a statistical analysis application for staff and students from WBS &amp; WMS only.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/sas"">Visit the SAS download page</a> to get it.</p>

",1589285516936,sas,"<h2>SAS</h2>

<p>SAS is a statistical analysis application for staff and students from WBS &amp; WMS only.</p>

<p><a href=""https://warwick.ac.uk/services/its/servicessupport/software/list/sas"">Visit the SAS download page</a> to get it.</p>

",SAS is a statistical analysis application for staff and students from WBS &amp; WMS only.,SAS,1589285516936,,"Students,Departments must Purchase Individually,Staff,Statistics & Analysis",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=S#sas,Patrick Ryan
SASPAC,"<h2>SASPAC</h2>

<p>Warwick has a site licence for SASPAC software and Census Data, allowing use by staff and students on University and personal machines, for work-related use only. The latest available editions are SASPAC 9.8 and 2011 Census Data. The <a href=""http://www2.warwick.ac.uk/services/its/servicessupport/software/list/saspac"">SASPAC software can be downloaded here,</a> whereas copies of the Census Data can be requested from the Help Desk.</p>

",1589285516938,saspac,"<h2>SASPAC</h2>

<p>Warwick has a site licence for SASPAC software and Census Data, allowing use by staff and students on University and personal machines, for work-related use only. The latest available editions are SASPAC 9.8 and 2011 Census Data. The <a href=""http://www2.warwick.ac.uk/services/its/servicessupport/software/list/saspac"">SASPAC software can be downloaded here,</a> whereas copies of the Census Data can be requested from the Help Desk.</p>

","Warwick has a site licence for SASPAC software and Census Data, allowing use by staff and students on University and personal machines, for work-related use only. The latest available editions are SASPAC 9.8 and 2011 Census Data. The <a href=""http://www2.warwick.ac.uk/services/its/servicessupport/software/list/saspac"">SASPAC software can be downloaded here,</a> whereas copies of the Census Data can be requested from the Help Desk.",SASPAC,1589285516938,,"Students,Geographic Information System,Site-wide Licence,Staff",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=S#saspac,Patrick Ryan
SciFinder,"<h2>SciFinder</h2>

<p>SciFinder provides researchers with access to the world's largest collection of chemistry and related science information.</p>

<h2>What does it work on?</h2>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i>mac OS</div>

<h2>How to get it</h2>

<p>The Library has paid for a site licence for SciFinder Scholar, enabling the software to be run from any machine on campus.</p>

<div class=""iconBullet""><a href=""https://www2.warwick.ac.uk/services/library/using/practical-information/eaccess/scifinder/""><i class=""fa fa-download"" aria-hidden=""true""></i> Access SciFinder via the Library website</a></div>

",1592820547184,scifinder,"<h2>SciFinder</h2>

<p>SciFinder provides researchers with access to the world's largest collection of chemistry and related science information.</p>

<h2>What does it work on?</h2>

<div class=""iconBullet""><i class=""fa fa-windows"" aria-hidden=""true"">&nbsp;</i>Windows</div>

<div class=""iconBullet""><i class=""fa fa-apple"" aria-hidden=""true"">&nbsp;</i>mac OS</div>

<h2>How to get it</h2>

<p>The Library has paid for a site licence for SciFinder Scholar, enabling the software to be run from any machine on campus.</p>

<div class=""iconBullet""><a href=""https://www2.warwick.ac.uk/services/library/using/practical-information/eaccess/scifinder/""><i class=""fa fa-download"" aria-hidden=""true""></i> Access SciFinder via the Library website</a></div>

",SciFinder provides researchers with access to the world's largest collection of chemistry and related science information.,SciFinder,1592820547184,,"Students,Sciences & Maths,Site-wide Licence,Staff,MacOS,Windows",https://warwick.ac.uk/services/its/servicessupport/software/list/summaries/?selectedLetter=S#scifinder,Patrick Ryan
